COMARCA,ID_MUN,MUNICIPI,CULTIU,CAMPANYA,HA_IRTA_R,HA_IRTA_S,PROD_IRTA(t)_R,PROD_IRTA(t)_S,PROD_IRTA(t/ha)_R,PROD_IRTA(t/ha)_S
Alt Empordà,17241,Vilamalla,ORDI,2022,13.2215,230.0317,89.88076339737567,956.9343043343206,6.598162311674891,4.18413204372013
Alt Empordà,17241,Vilamalla,ORDI,2023,11.1295780791269,174.17964604028,48.94352336980831,353.2156250432819,4.33893660093477,2.0147540288183
Alt Empordà,17241,Vilamalla,ORDI,2024,7.8124,222.2538,58.05176292075634,1164.252221209694,7.507690380124015,5.228366254014353
Alt Empordà,17241,Vilamalla,ORDI,2025,13.806452798122235,149.87431529619704,88.6701246002408,620.5038127964679,6.328806800694534,4.133667197891003
Alt Empordà,17241,Vilamalla,ORDI,2026,7.400604693346243,162.0965409109331,57.91533070749738,946.9747653740214,7.825756557375381,5.842041786038814
Alt Empordà,17243,Vilanant,BLAT,2022,14.8034,124.7501,105.47314277619697,658.8962705018843,7.022802124652813,5.22757479747832
Alt Empordà,17243,Vilanant,BLAT,2023,16.752960499500002,91.4057697504081,79.4496217887106,283.0769760608353,4.814199306794244,3.156304935170994
Alt Empordà,17243,Vilanant,BLAT,2024,16.1983,116.5454,108.27273146702672,645.3981251768621,6.792051465652476,5.329877759587248
Alt Empordà,17243,Vilanant,BLAT,2025,14.390714840925476,116.25807015183574,122.43151191702754,705.8891605478614,8.559549560747794,6.465902819060012
Alt Empordà,17243,Vilanant,BLAT,2026,8.661732568895065,170.4628137273117,60.8884606774346,990.5459128330554,7.029593697696192,5.810920817121002
Alt Empordà,17243,Vilanant,ORDI,2022,7.8548,195.0592,65.72044671850831,1108.0339129756926,8.127351303957541,5.638826927099164
Alt Empordà,17243,Vilanant,ORDI,2023,18.8079245423555,231.8392924660744,116.3926833123454,754.3669810391451,5.9992465740840055,3.351037722552184
Alt Empordà,17243,Vilanant,ORDI,2024,22.5542,131.9129,189.8018769363825,750.964731373622,8.375040474644445,5.662148024561807
Alt Empordà,17243,Vilanant,ORDI,2025,3.258012189102364,221.7951106226213,31.76259985385148,1502.1450744975505,9.759925086966886,6.63445600656816
Alt Empordà,17243,Vilanant,ORDI,2026,3.258012189102364,185.9526039910026,26.113245685984538,1129.7401044111646,8.015085325134763,6.075419650836551
Alt Empordà,17245,Vila-sacra,BLAT,2022,50.3549,2.1607,215.95545152652176,6.385664711339736,4.38693816676593,2.8610143476730445
Alt Empordà,17245,Vila-sacra,BLAT,2023,35.4602586986274,7.8644960239478,44.33967635322034,4.981188534561606,1.345413612567685,0.5202118316090095
Alt Empordà,17245,Vila-sacra,BLAT,2024,48.7186,12.3276,286.43110739568993,58.14047039197634,5.827729771095444,4.89904953785556
Alt Empordà,17245,Vila-sacra,BLAT,2025,84.68790523298487,19.71960422654448,336.4310929760045,54.44174506259911,3.903260588750162,2.772124875070828
Alt Empordà,17245,Vila-sacra,BLAT,2026,89.00451662724406,16.005767880679738,615.9542088413834,91.48312952744176,6.920482602259775,5.715635151617394
Alt Empordà,17245,Vila-sacra,BLAT DE MORO,2022,115.2923,13.9731,1074.777052267254,125.13715164807256,9.263432431270749,9.336656650597124
Alt Empordà,17245,Vila-sacra,BLAT DE MORO,2023,37.532729109423,,280.13138704793374,,7.618071093837483,
Alt Empordà,17245,Vila-sacra,BLAT DE MORO,2025,21.02970004840345,1.024692776065188,160.1843109168169,7.482920077532617,7.8271774553817615,7.606583929358092
Alt Empordà,17245,Vila-sacra,BLAT DE MORO,2026,38.30887097541717,1.876121030542239,284.279648352346,13.362162550578809,7.420726351731129,7.122228434653205
Alt Empordà,17245,Vila-sacra,ORDI,2022,96.2182,35.5693,552.0053701868229,115.33364194191113,5.750972880046248,3.2275455047702715
Alt Empordà,17245,Vila-sacra,ORDI,2023,136.5306311385311,27.71467854586383,508.64620835958993,29.30647892301208,3.741670160013864,1.210312451526561
Alt Empordà,17245,Vila-sacra,ORDI,2024,197.0043,30.5707,1511.2080975741578,161.42141773447491,7.576537562491469,4.901969719249742
Alt Empordà,17245,Vila-sacra,ORDI,2025,116.88651980047304,26.75847986388512,640.8400357408885,79.69334509897106,5.51731408974328,3.0024932555975243
Alt Empordà,17245,Vila-sacra,ORDI,2026,112.85006251723117,33.49105186960541,926.3281715853382,186.52713819597983,8.208486117975314,5.569461924403199
Alt Empordà,17249,Biure,AMETLLER,2025,,0.087237098772065,,0.0285078904715839,,0.3267863199585532
Alt Empordà,17249,Biure,AMETLLER,2026,,0.087237098772065,,0.0019652159593492,,0.0225272961505059
Alt Empordà,17249,Biure,BLAT,2022,,32.9114,,127.2959122170566,,3.7816030363629705
Alt Empordà,17249,Biure,BLAT,2023,,27.703563680625,,21.53171287677264,,1.0095901951166737
Alt Empordà,17249,Biure,BLAT,2025,,22.19967734820017,,104.18135577692324,,4.821003083805644
Alt Empordà,17249,Biure,BLAT,2026,,22.199673794283243,,131.3954737062352,,5.918802002400213
