COMARCA,ID_MUN,MUNICIPI,CULTIU,CAMPANYA,HA_IRTA_R,HA_IRTA_S,PROD_IRTA(t)_R,PROD_IRTA(t)_S,PROD_IRTA(t/ha)_R,PROD_IRTA(t/ha)_S
Alt Camp,43010,Alió,ORDI,2023,5.073295141631,66.4906761944637,17.900785967805955,31.75463984254624,3.5998625121607737,0.4278682967860889
Alt Camp,43010,Alió,ORDI,2024,,32.6351,,70.69321517296139,,2.135323014489105
Alt Camp,43010,Alió,ORDI,2025,4.376295935003788,31.98892204366296,28.989327888422057,122.19536352928846,6.6241699188007415,3.764934550513309
Alt Camp,43010,Alió,ORDI,2026,4.376295935003787,39.36210983273695,26.50730187027948,149.3760325275513,6.057017684352861,3.7949193567697743
Alt Camp,43034,Bràfim,AMETLLER,2025,9.890363151958718,35.34205060904665,8.83066333526725,17.125270388582475,0.824752330849764,0.416920671164222
Alt Camp,43034,Bràfim,AMETLLER,2026,9.890363151958718,35.547299194892624,2.671703600203948,5.7293259785380295,0.2526283010013143,0.0911609029741352
Alt Camp,43034,Bràfim,BLAT,2023,,4.125509148461,,0.093902423708029,,0.0262820964433165
Alt Camp,43034,Bràfim,BLAT,2024,,7.2597,,2.180934454456048,,0.2303544035801771
Alt Camp,43034,Bràfim,BLAT,2025,,10.59163703252422,,30.841503117214963,,3.054462235859657
Alt Camp,43034,Bràfim,BLAT,2026,,0.97128002772682,,3.8066079879343113,,3.9191663364511697
Alt Camp,43034,Bràfim,ORDI,2023,1.164829453111,52.2443282246185,3.640070204201808,44.627856945033706,3.1245610292145,0.8136890937379931
Alt Camp,43034,Bràfim,ORDI,2024,,23.6998,,56.13510378464985,,2.339861866336896
Alt Camp,43034,Bràfim,ORDI,2025,,16.31418187531071,,55.84833749301576,,3.373071056561429
Alt Camp,43034,Bràfim,ORDI,2026,,23.20394390262128,,79.94724304978358,,3.4454161493103843
Alt Camp,43036,Cabra del Camp,AMETLLER,2025,,78.71134812234897,,37.69760704674295,,0.4926711257632145
Alt Camp,43036,Cabra del Camp,AMETLLER,2026,,78.71134812234897,,9.528877778471754,,0.1615844829152649
Alt Camp,43036,Cabra del Camp,BLAT,2023,,97.0939669127211,,136.2630975038972,,1.2055349947649667
Alt Camp,43036,Cabra del Camp,BLAT,2024,,74.0211,,340.1937142621974,,4.53447380350862
Alt Camp,43036,Cabra del Camp,BLAT,2025,,126.96461554709506,,679.4285369551969,,5.318007788045202
Alt Camp,43036,Cabra del Camp,BLAT,2026,,125.6671559423931,,544.636058897889,,4.333957069479275
Alt Camp,43036,Cabra del Camp,ORDI,2023,0.533740070369,272.9750929712196,1.882965596777119,368.7852410820472,3.527870027587277,1.4541677117215477
Alt Camp,43036,Cabra del Camp,ORDI,2024,0.2589,188.0342,1.325940836237216,724.6712446804121,5.090550807641567,3.745257294490537
Alt Camp,43036,Cabra del Camp,ORDI,2025,1.659148568501891,284.1277851335315,10.147542914189646,1243.3987823147968,5.711226762021638,4.370403416599008
Alt Camp,43036,Cabra del Camp,ORDI,2026,0.259073458503145,259.6047494451902,1.430500499801443,1036.042282529962,5.5216018964909805,3.990844869919067
Alt Camp,43060,Figuerola del Camp,AMETLLER,2025,6.865535456968842,99.14853910860552,4.036407688295357,44.85315044716776,0.6007309054473691,0.468448120853363
Alt Camp,43060,Figuerola del Camp,AMETLLER,2026,6.865535456968842,99.14853910860552,1.4779851991328516,9.533429111968797,0.2101272585731901,0.1136033536568484
Alt Camp,43060,Figuerola del Camp,BLAT,2023,,33.530072442869,,11.875113992027844,,0.2704732637374505
Alt Camp,43060,Figuerola del Camp,BLAT,2024,,20.7755,,58.685316567628064,,2.145101152232355
Alt Camp,43060,Figuerola del Camp,BLAT,2025,,55.13161563779101,,213.0947594302796,,4.012081550780382
Alt Camp,43060,Figuerola del Camp,BLAT,2026,,57.16278582363883,,227.55903705672557,,3.9808948038117102
Alt Camp,43060,Figuerola del Camp,ORDI,2023,,200.433615387974,,144.9517321625738,,0.7085265104946592
Alt Camp,43060,Figuerola del Camp,ORDI,2024,0.0141,176.2633,0.070433692699471,609.5131259473505,4.995297354572394,3.3527535145351286
Alt Camp,43060,Figuerola del Camp,ORDI,2025,0.649948284113876,74.45092333632367,3.127916088671931,287.3118112921626,4.812561499314453,3.771146729180124
Alt Camp,43060,Figuerola del Camp,ORDI,2026,0.649932782168217,74.44781668576361,3.832258757567464,282.7582133772928,5.8963924619755375,3.798072609312177
Alt Camp,43067,els Garidells,AMETLLER,2025,0.273683646509185,18.7029795337127,0.3131829550463354,11.682299750956934,1.0618119853380392,0.6008593426887637
Alt Camp,43067,els Garidells,AMETLLER,2026,0.273683646509185,18.7029795337127,0.2381465317344717,3.3556114366453844,0.6957149211623983,0.2218999146799663
Alt Camp,43067,els Garidells,BLAT,2023,,17.24221114289169,,6.275050921128596,,0.3407445788871158
Alt Camp,43067,els Garidells,BLAT,2024,,0.0306,,0.035867803318417,,1.172150435242391
Alt Camp,43067,els Garidells,BLAT,2025,,0.083709765020887,,0.0,,0.0
Alt Camp,43067,els Garidells,ORDI,2023,,0.982665961138,,1.356016393264328,,1.379936262057923
Alt Camp,43067,els Garidells,ORDI,2024,,21.2692,,50.78303113536772,,2.2029221984134235
Alt Camp,43067,els Garidells,ORDI,2026,,4.060951354969581,,16.41318990761169,,4.0417105433991685
Alt Camp,43081,la Masó,AMETLLER,2025,10.68213459572475,1.473730357837839,13.864852403325884,0.7257941618197041,1.2820892704724298,0.4268598933122635
Alt Camp,43081,la Masó,AMETLLER,2026,10.68213459572475,1.473730357837839,11.329800606935974,0.5351681795929742,0.9868297700082744,0.2593413552219224
Alt Camp,43081,la Masó,BLAT,2023,9.501696645297,5.028924924203,17.026768614302053,4.205770095550282,1.965783393407615,0.943061871046628
Alt Camp,43081,la Masó,BLAT,2024,0.263,1.6199,0.523251545649056,2.4364534847836747,1.98954960322835,1.19981505041437
Alt Camp,43081,la Masó,BLAT,2025,10.239459085098863,16.603866754799462,45.161800036312485,44.59894082301685,4.367815016686444,3.094264368112561
Alt Camp,43081,la Masó,BLAT,2026,10.239499333958024,15.235570068571086,59.447991455977366,63.85281036909863,5.805751777220739,4.19103519472621
Alt Camp,43081,la Masó,ORDI,2023,1.144422456745,5.9301958014906,4.381538044796635,7.712736117398222,3.776394937459128,0.9231159422476468
Alt Camp,43081,la Masó,ORDI,2024,11.6484,9.149,61.80076287163096,27.261777905912965,5.234836758602795,2.821971150332861
Alt Camp,43081,la Masó,ORDI,2025,5.069494091454407,3.183514095414266,29.936965129246914,11.036803223161192,5.894746831241815,3.320495476660533
Alt Camp,43081,la Masó,ORDI,2026,5.069503124613048,5.661492410414985,32.34138765479859,23.34225023241441,6.379597143904944,4.122985343842125
Alt Camp,43084,el Milà,AMETLLER,2025,0.015066064824862,4.100786028503275,0.0097489455899821,2.0140132787247724,0.6470797586038844,0.5244729876210771
Alt Camp,43084,el Milà,AMETLLER,2026,0.015066064824862,4.127312498809008,0.0035954774609266,0.6259537292116382,0.2386474174061323,0.220368446421229
Alt Camp,43084,el Milà,ORDI,2023,2.77782481789,0.479072738685,10.489711572565964,0.617646394857527,3.78189666957239,1.28925389608454
Alt Camp,43090,Montferri,AMETLLER,2025,,31.83157542705483,,13.111692656831291,,0.4108116400281192
Alt Camp,43090,Montferri,AMETLLER,2026,,31.85959802651116,,1.86510727345685,,0.0830182963713706
Alt Camp,43090,Montferri,BLAT,2024,,1.4328,,0.252460407387008,,0.3004455026894875
Alt Camp,43090,Montferri,ORDI,2023,,7.061658082977,,5.853124197932389,,0.9506299510408508
Alt Camp,43090,Montferri,ORDI,2024,,10.7094,,17.044670301176247,,1.572384233300133
Alt Camp,43090,Montferri,ORDI,2026,,1.314342838224863,,4.405651261255279,,3.35198026962699
Alt Camp,43092,Mont-ral,AMETLLER,2025,1.372455881859652,,0.6581863118433445,,0.4795682837917634,
Alt Camp,43092,Mont-ral,AMETLLER,2026,1.372455881859652,,0.4267568789868941,,0.3109439688572332,
Alt Camp,43092,Mont-ral,BLAT,2026,,5.060947477243781,,23.45643150680272,,4.6347905431291325
Alt Camp,43092,Mont-ral,ORDI,2023,,19.4362326450091,,11.896806806050035,,0.7314469226558984
Alt Camp,43092,Mont-ral,ORDI,2024,,8.257,,28.1061137310418,,3.397962493762833
Alt Camp,43100,Nulles,AMETLLER,2025,8.510970471842116,27.28085009919208,12.528332799130691,12.122284931698903,1.2703748839326885,0.4509951809699371
Alt Camp,43100,Nulles,AMETLLER,2026,8.510970471842116,27.28085009919208,5.666337313480451,2.748943833221415,0.7084522713836183,0.1128327463067846
Alt Camp,43100,Nulles,BLAT,2023,,4.938571803533,,0.151663947772377,,0.0255909830360078
Alt Camp,43100,Nulles,BLAT,2024,,1.4175,,0.304252504381092,,0.214640214730929
Alt Camp,43100,Nulles,ORDI,2023,,26.207387492855,,2.298637150322678,,0.0963602092515597
Alt Camp,43100,Nulles,ORDI,2024,,16.3633,,39.66882053611813,,2.3276840875071683
Alt Camp,43100,Nulles,ORDI,2025,,7.221667036914513,,21.380251151337845,,2.778253483932247
Alt Camp,43100,Nulles,ORDI,2026,,13.324645161243124,,50.1660470654846,,3.764906791769632
Alt Camp,43110,el Pla de Santa Maria,AMETLLER,2025,30.499681543952605,303.3503240949736,36.267167284606096,131.30673138324363,1.111503937341077,0.4216033555897773
