COMARCA,CULTIU,CAMPANYA,HA_IRTA_R,HA_IRTA_S,HA_DARPA_R,HA_DARPA_S,PROD_IRTA(t)_R,PROD_IRTA(t)_S,PROD_IRTA(t/ha)_R,PROD_IRTA(t/ha)_S,PROD_DARPA(t)_R,PROD_DARPA(t)_S,PROD_DARPA(t/ha)_R,PROD_DARPA(t/ha)_S
Moianès,BLAT,2023,0.907043279049,588.5775391371128,1.0,107.0,3.64019904371261,2182.5275103250906,5.134506922712816,3.737028098076737,4.3,32.1,4.3,0.3
Moianès,BLAT,2024,0.9001,650.9723,,644.0,5.633124416799606,2816.853844386396,6.25833175958183,4.226024475481139,,1176.588,,1.827
Moianès,BLAT,2025,1.712998537582198,493.9631763753032,1.76,590.19,11.10900927724661,2737.5391280612266,6.266742282035388,5.560857367081149,8.98,2065.67,5.102272727272728,3.500008471848049
Moianès,BLAT,2026,1.71298031712442,568.6326141100975,,,7.800456533312722,2403.4339478570864,4.553733896024765,4.226690288629379,,,,
Moianès,BLAT DE MORO,2022,,33.0106,,,,329.8745571087581,,8.695971629189707,,,,
Moianès,BLAT DE MORO,2023,0.035076588466,34.3750809477,,,0.228053192948441,326.5799768868053,6.50157848644529,8.040046280740077,,,,
Moianès,BLAT DE MORO,2024,0.0774,24.6355,,,0.620974027510576,223.95500869117384,8.02292025207462,9.157799588841218,,,,
Moianès,BLAT DE MORO,2026,32.85427201148066,,,,287.17599787309814,,8.74090278952907,,,,,
Moianès,ORDI,2022,3.8738,1114.9432,4.0,1125.0,25.99212540809096,3113.3753895248947,6.452327594110538,2.6955375956858227,23.2,2677.5,5.8,2.38
Moianès,ORDI,2023,12.8216798109002,1344.385043521125,9.0,1351.0,63.18598732659236,4547.3456290531085,5.144688044601101,3.302855586338281,50.4,405.3,5.6,0.3
Moianès,ORDI,2024,8.7923,980.8901,,1015.0,62.28740131349112,4417.497372125342,7.038761568099061,4.4460742194956495,,1662.5700000000002,,1.638
Moianès,ORDI,2025,1.895903725565369,943.8595725239912,1.9,1095.35,13.284405405747291,4842.593750752441,7.0068987294098015,5.121533262430462,11.21,3397.07,5.9,3.1013557310448707
Moianès,ORDI,2026,9.013403416820744,1078.823562035322,,,54.821038591527454,4515.442073703096,6.082168527952588,4.185524151126442,,,,
Montsià,BLAT,2024,3.0688,2.2205,3.0,2.0,10.169628954436908,2.138393276720515,3.313878048239347,0.963023317595368,7.2,1.05,2.4,0.525
Montsià,BLAT,2025,,2.648341786206846,0.6,3.43,,1.846023575188925,,0.624135638349064,2.7,13.41,4.500000000000001,3.909620991253645
Montsià,BLAT,2026,3.671793096249578,5.644376950157912,,,15.119001161902512,19.62273397030972,4.117607056166992,3.47651018767638,,,,
Montsià,BLAT DE MORO,2024,8.2576,0.0789,8.0,,71.62083831423773,0.789839107245258,8.329428297921748,9.414537022715812,64.0,,8.0,
Montsià,BLAT DE MORO,2025,4.336900242365596,0.068561838214846,4.47,,43.32831745856944,0.7728013004688006,9.585066676754703,11.271595403366277,44.7,,10.000000000000002,
Montsià,BLAT DE MORO,2026,4.518833137434522,,,,38.30941207039373,,8.477722213957017,,,,,
Montsià,ORDI,2024,96.3254,442.5267,98.0,438.0,434.61182830881967,959.3780695519072,4.531748079123009,2.052177488454699,166.6,295.675,1.7,0.6750570776255708
Montsià,ORDI,2025,89.79876173369462,426.37677345940153,85.95,416.73,496.1238617053408,1460.7521738974535,5.559078545435814,3.171897324914128,507.11,1500.38,5.900058173356602,3.600364744558828
Montsià,ORDI,2026,112.2884856152346,477.1906626748108,,,774.284196856845,1983.8670208363685,6.895490598296884,4.157388599592751,,,,
Noguera,BLAT,2022,4441.2072,9501.6621,4608.0,9785.0,28649.364943170985,42830.12024503766,6.197622438069779,4.4042230999575205,33357.312,23875.4,7.239,2.44
Noguera,BLAT,2023,4672.781612865974,9535.754355785808,4739.0,8558.0,29953.89674774517,34326.69036755864,6.03953508453467,3.698831749807256,18956.0,2995.3,4.0,0.35
Noguera,BLAT,2024,5731.7218,10333.116,5818.0,10375.0,40792.60468391285,52197.53719236386,6.654218996442524,5.132160598412151,31533.56,25418.75,5.42,2.45
Noguera,BLAT,2025,4078.5169093354334,8717.696920218801,4074.53,8924.150000000001,28109.1150282387,55107.964916746416,6.6184661535341895,6.236876191584604,29140.66,29084.66,7.15190709112462,3.259095824252169
Noguera,BLAT,2026,3994.329855051647,8992.759502137222,,,28424.438667804257,46984.80377276272,7.11619713425914,5.2247370522470105,,,,
Noguera,BLAT DE MORO,2022,11398.7555,135.0239,11139.0,142.0,130850.05760967196,1501.4268651652394,11.286545990043166,10.694824064545584,123809.985,355.0,11.115,2.5
Noguera,BLAT DE MORO,2023,4617.439242006374,31.27290629602727,4526.0,48.0,41193.24071517326,215.87958810989505,9.14363806248191,9.26432918614481,40734.0,48.0,9.0,1.0
Noguera,BLAT DE MORO,2024,7053.2523,20.0822,6722.0,4.0,68383.52861036784,179.39313613748922,9.391247357869917,9.468865144188602,77793.706,7.2,11.573,1.8
Noguera,BLAT DE MORO,2025,10229.02144360915,32.30663942467673,9520.86,,107905.5135765896,308.66238312956915,10.321119870812664,10.329730390431829,119010.75,,12.5,
Noguera,BLAT DE MORO,2026,9815.441905375968,19.43272756317032,,,108015.25352014834,206.28980535474523,11.004624606966278,10.61558675611312,,,,
Noguera,ORDI,2022,7556.6776,19289.5468,7805.0,19293.0,47401.44288296546,63612.54260709084,6.051522687778086,3.2618149702061663,58943.36,46978.455,7.552,2.435
Noguera,ORDI,2023,9617.721845886936,20425.95998433909,9660.0,18362.0,53076.644018469946,39525.81126833794,5.139233788092529,1.9437832017812988,43470.0,5508.6,4.5,0.3
Noguera,ORDI,2024,9628.4076,17571.7074,9601.0,17496.0,62276.50563391829,62089.30561492558,6.179275674804996,3.550990103408533,55686.2,49513.68,5.800041662326841,2.83
Noguera,ORDI,2025,9445.424448022057,20530.555984198378,9450.66,20033.68,63385.47426145319,98525.74914589863,6.633499128200836,4.798046434624734,74325.26,71275.26999999999,7.864557607616822,3.5577722115956725
Noguera,ORDI,2026,7719.582904180076,22238.17863486857,,,54683.85155159778,94477.83339326104,7.083783182377252,4.248451950337498,,,,
Osona,BLAT,2022,124.2476,4741.4607,130.0,5996.0,819.5439217236617,25250.76316356728,6.605930900586846,5.234862524505045,644.8,23624.24,4.96,3.94
Osona,BLAT,2023,95.61429710108295,4804.361654084063,95.0,2782.0,705.9050596672912,28718.79404833532,7.403836318714367,5.874967094878496,551.0,3505.32,5.8,1.26
Osona,BLAT,2024,86.2722,3903.515,,3580.0,566.0144006463834,21427.78589089008,6.814913811799719,5.461587000922163,,14019.28,,3.916
Osona,BLAT,2025,88.3141289459136,4075.6078290912105,3.2,4322.509999999999,712.3890172804521,25471.165400878326,8.031829133897588,6.229610970758545,19.52,20707.72,6.1,4.790670235580717
Osona,BLAT,2026,148.99370851134682,4285.373760389854,,,1110.869050287516,23315.300415001144,7.455811801629975,5.440669056805928,,,,
Osona,BLAT DE MORO,2022,168.7309,1303.4906,,75.0,1637.9087654076952,10739.42073996853,9.258056262807845,8.316563876585763,,294.0,,3.92
Osona,BLAT DE MORO,2023,91.4474374590532,452.52041603029016,,,803.7182095371124,3596.55118520814,8.930557665965114,7.97406814896762,,,,
Osona,BLAT DE MORO,2024,87.2874,452.9944,,,709.8263631600609,3355.981660948069,8.009453129743184,7.302993288975681,,,,
Osona,BLAT DE MORO,2025,95.29326037794652,674.2390076436415,,,783.8297734171334,5179.000775783478,8.214112922742618,7.677949822346141,,,,
Osona,BLAT DE MORO,2026,88.04024785367578,322.2740548266431,,,677.3380385570878,2356.049188197751,7.693504449042829,7.310700793041223,,,,
Osona,ORDI,2022,124.7215,2611.3045,131.0,3940.0,789.4178317812025,10224.198683919009,6.223167747260149,3.826505328327668,544.96,12292.8,4.16,3.12
Osona,ORDI,2023,39.6360535865337,2752.5102047835658,40.0,1635.0,298.7230493128791,13445.012940956996,7.540616629124933,4.820776585023209,192.0,1765.8,4.8,1.08
Osona,ORDI,2024,92.4589,3317.7173,,3065.0,742.1305125042259,16679.647320822893,7.853142272870211,5.042387894686941,,10365.83,,3.382
Osona,ORDI,2025,69.41489055867903,3266.1937096606084,25.73,3069.47,572.9526690184575,18670.73065227513,8.2807574047287,5.6928575462412185,128.65,12887.99,5.0,4.19876721388383
Osona,ORDI,2026,85.26533174088597,3119.041988758101,,,629.0908366981273,15356.349490574325,7.378037754076656,4.923418647752386,,,,
Pallars Jussà,BLAT,2023,344.7079969261964,2572.130850135538,330.0,2106.0,2466.883426366419,11504.169426766965,7.125085826468572,4.490882509349758,1320.0,2337.66,4.0,1.11
Pallars Jussà,BLAT,2024,473.5343,2933.6525,315.0,2600.0,3444.8723943808272,16170.975449746942,7.222480162778485,5.500081733276415,1449.0,11440.0,4.6,4.4
Pallars Jussà,BLAT,2025,381.8580447337164,2408.366293639438,378.67,2386.79,2873.6124871149223,14079.543332795452,7.408368959011633,5.698182618750715,2127.51,9975.67,5.618374838249664,4.179534018493458
Pallars Jussà,BLAT,2026,433.7292743974055,2394.2875693923065,,,3017.6975738437045,12800.327105718368,6.95756028466442,5.346194529576586,,,,
Pallars Jussà,BLAT DE MORO,2023,6.5506043557507,,,,50.29731097936272,,7.967921886720134,,,,,
Pallars Jussà,BLAT DE MORO,2024,1.7794,,34.0,,14.30243376264267,,8.445893647258684,,391.0,,11.5,
Pallars Jussà,BLAT DE MORO,2025,0.4011043809492779,,,,3.943675083521637,,9.929177680682145,,,,,
Pallars Jussà,ORDI,2023,906.102786800368,4026.281164451077,868.0,3238.0,5248.362764423778,11401.819417906376,5.736441077010106,2.816168696170264,3732.4,3853.22,4.3,1.19
Pallars Jussà,ORDI,2024,732.6203,3558.6537,726.0,3516.0,5036.051385669728,14529.838420403776,6.7773024755812905,4.118107670939277,3993.0,18750.828,5.5,5.333
Pallars Jussà,ORDI,2025,856.4697076155844,4426.222673049259,849.04,4388.429999999999,6275.820252018872,21909.926542783134,7.312532542603338,4.904137835537535,5947.53,21229.23,7.00500565344389,4.837545545901382
Pallars Jussà,ORDI,2026,864.8476147846604,4430.655545211615,,,6516.93186077653,21517.328514302168,7.535352759687253,4.856466113136868,,,,
Pallars Sobirà,BLAT DE MORO,2025,2.820778851925271,,,,25.68977896360811,,9.107335353877184,,,,,
Pallars Sobirà,BLAT DE MORO,2026,2.820778851925271,,,,24.64647791053621,,8.737472593327976,,,,,
Pallars Sobirà,ORDI,2025,,4.398783219566455,,,,23.900543585893622,,5.3537738598764175,,,,
Pallars Sobirà,ORDI,2026,,9.55356283348583,,,,47.173240678394144,,4.93776421431479,,,,
Pla d'Urgell,BLAT,2022,3859.7127,13.0187,4012.0,13.0,28326.59085836487,68.30817334290784,7.158156681586671,5.479221105101566,28585.5,49.621,7.125,3.817
Pla d'Urgell,BLAT,2023,4622.566131214447,36.89416670501701,4623.0,34.0,29155.463255602044,153.29979328524675,5.8614545487205385,4.965671401375397,18492.0,34.0,4.0,1.0
Pla d'Urgell,BLAT,2024,5249.4275,51.2618,5285.0,50.0,40619.7285387987,218.3762921261474,7.358531340194937,5.860032436230759,31710.0,30.0,6.0,0.6
Pla d'Urgell,BLAT,2025,4063.961831689762,41.836953428582056,4084.44,37.2,30248.686296991094,239.6201431655973,7.27144810436297,5.521776271924427,26396.76,89.28,6.462761112906542,2.4
Pla d'Urgell,BLAT,2026,3504.330205135954,42.19364683851253,,,28542.75927622829,253.3837847366348,8.14499707658712,6.005259173410843,,,,
Pla d'Urgell,BLAT DE MORO,2022,8867.5633,15.1369,6912.0,10.0,105963.14583203485,169.80832324944873,11.820912412064642,10.985160801461484,72230.4,38.25,10.45,3.825
Pla d'Urgell,BLAT DE MORO,2023,3392.949013599904,7.96336800551642,2803.0,3.0,34518.62898102799,75.95723537585845,9.904612042704706,9.92708316968988,28618.63,4.5,10.21,1.5
Pla d'Urgell,BLAT DE MORO,2024,4184.4064,7.0919,3151.0,3.0,44964.3892201516,74.49656339404716,10.561253915417948,10.552503265160835,31510.0,4.5,10.0,1.5
Pla d'Urgell,BLAT DE MORO,2025,6741.180540550984,6.704944798737019,5749.04,,78315.992307157,67.30855431585906,11.419322484236638,9.973548803499396,74737.52,,13.0,
Pla d'Urgell,BLAT DE MORO,2026,6583.350179421279,10.209798901782634,,,77322.46155648795,109.67004725201086,11.745153979229023,10.741646168257285,,,,
Pla d'Urgell,ORDI,2022,2416.4963,185.6882,2223.0,168.0,15426.522603707108,573.2225588069496,6.368513965683536,3.2335553694416763,16788.096,621.264,7.552,3.698
Pla d'Urgell,ORDI,2023,3731.27568903812,176.65121238230603,3365.0,155.0,18390.637978657385,226.767868194465,4.748552163190739,2.292313686060118,14469.5,155.0,4.3,1.0
Pla d'Urgell,ORDI,2024,5274.1392,98.5012,4766.0,111.0,32681.38296306776,240.04880185399787,6.012774323702481,3.362846624194981,28596.0,66.6,6.0,0.6
Pla d'Urgell,ORDI,2025,4401.229056999503,133.86652767962417,4110.08,139.58,30185.815234471847,555.4622464411588,6.853881205432284,4.107427888920489,27011.29,418.74,6.571962102927437,3.0
Pla d'Urgell,ORDI,2026,3666.805128080096,131.45373894974736,,,26952.90148538189,621.0574024902019,7.350513742598091,4.724532047944425,,,,
Pla de l'Estany,BLAT,2022,180.867,2132.7699,183.0,2131.0,1068.3783438964072,9779.078408718073,5.946827698491692,4.531482252051287,915.0,9589.5,5.0,4.5
Pla de l'Estany,BLAT,2023,180.4351982861915,2092.576763134948,171.0,1867.0,944.518251042222,8683.072340355766,5.324159359811799,4.252435914788676,855.0,8401.5,5.0,4.5
Pla de l'Estany,BLAT,2024,283.6216,2097.3883,,2380.0,1834.227108334788,11285.945592483313,6.561243743673403,5.392604932856111,,8092.0,,3.4
Pla de l'Estany,BLAT,2025,195.62770560956787,2046.194586123016,3.72,314.7,1533.8601169051035,13507.15379579747,7.700465440491227,6.553132408797195,12.41,1344.62,3.336021505376344,4.272704162694629
Pla de l'Estany,BLAT,2026,216.0918989692201,1879.835096285553,,,1476.0092829449404,11105.420808805666,6.830470230423501,5.907656916688779,,,,
Pla de l'Estany,BLAT DE MORO,2022,56.3823,40.435,3.0,,557.9137070274064,373.3570825203147,9.372431524119618,9.127702586602163,27.0,,9.0,
Pla de l'Estany,BLAT DE MORO,2023,78.9574909496571,32.20371543505866,11.0,1.0,614.7865767520155,261.01714233993226,7.763565812464846,8.22393239632676,99.0,6.5,9.0,6.5
Pla de l'Estany,BLAT DE MORO,2024,56.8752,27.7842,5.0,2.0,490.2564010549373,233.09788772567012,8.373521475311456,8.353906468097394,45.0,15.0,9.0,7.5
Pla de l'Estany,BLAT DE MORO,2025,88.00291238966439,42.19813086003878,8.42,3.82,718.4730565261791,380.3272281313648,8.192583012819885,9.010762261096822,84.2,28.65,10.0,7.5
Pla de l'Estany,BLAT DE MORO,2026,81.23683439271095,67.16689958844421,,,642.8905577612587,562.16722886407,7.913781507701668,8.369706392712349,,,,
Pla de l'Estany,ORDI,2022,204.8549,1689.0098,213.0,1686.0,1545.388110963577,8720.563156933209,7.462927046613702,5.095786666405632,852.0,6406.8,4.0,3.8
Pla de l'Estany,ORDI,2023,263.7762349978453,2032.5929007579944,231.0,1762.0,1715.9961246907865,8246.745506950207,6.556836605005859,4.101029420051854,1270.5,7929.0,5.5,4.5
Pla de l'Estany,ORDI,2024,183.6784,2154.3628,7.0,2332.0,1487.191913397671,12646.55429415844,8.170510563283031,5.8301743880979,38.5,7229.2,5.5,3.1
Pla de l'Estany,ORDI,2025,262.1081147541692,2218.039866790498,0.12,472.26,2496.031170587096,15182.255877059844,9.438013804864466,6.895978074714074,0.66,2121.89,5.500000000000001,4.493054673273197
Pla de l'Estany,ORDI,2026,210.4157695624299,1952.811575097077,,,1945.694349145998,13072.040393964671,9.246903657421528,6.693958885057737,,,,
Priorat,BLAT,2023,,17.8054318160533,,18.0,,26.299676887110994,,1.369569092939714,,3.798,,0.211
Priorat,BLAT,2024,,0.0928,,,,0.107392826092159,,1.157250281165511,,,,
Priorat,BLAT,2025,,1.834557336061142,,1.89,,8.50837788805018,,5.072712129731485,,0.73,,0.3862433862433863
Priorat,BLAT,2026,,1.834557336061142,,,,7.85870341944064,,4.28370553755139,,,,
Priorat,ORDI,2023,8.603086541892,135.4567334742887,8.0,122.0,30.252516118169915,154.7345555828352,3.4717474023714985,1.0692867289068155,8.088,29.036,1.011,0.238
Priorat,ORDI,2024,8.6065,135.6569,8.0,115.0,36.16682750603971,305.473953313927,4.159551829577807,2.0462752954176966,8.4,27.6,1.05,0.24
Priorat,ORDI,2025,7.838121714261608,82.94955834882317,,76.64,53.421087221113794,325.13193376124025,6.587535500225376,3.923864139941715,,23.76,,0.3100208768267223
Priorat,ORDI,2026,7.838121714261608,116.61262598225365,,,50.19406269081716,454.8776412915906,6.403838128653722,3.900758065089923,,,,
Ribera d'Ebre,BLAT,2024,0.6169,7.4261,2.0,7.0,0.662016771425285,7.507324027427304,0.6379654730897997,0.8400529383853083,4.0,1.68,2.0,0.24
Ribera d'Ebre,BLAT,2025,0.271368782900609,6.356569640142454,,6.17,0.9174558572307444,15.202041592908271,3.313585462705256,2.605427787515157,,21.6,,3.500810372771475
Ribera d'Ebre,BLAT,2026,,4.394678408781711,,,,17.294290953485575,,3.935280205925212,,,,
Ribera d'Ebre,ORDI,2024,60.7194,99.4742,83.0,96.0,274.3073207678153,158.58150818221046,4.4766570747650185,1.5446324388913502,87.15,23.04,1.05,0.24
Ribera d'Ebre,ORDI,2025,42.98098912235448,76.39509822414904,4.59,10.17,310.4400117831287,320.3822562230396,6.945657873603264,4.2681569888536695,20.66,30.51,4.501089324618737,3.0
Ribera d'Ebre,ORDI,2026,52.154649111368215,65.8746548589829,,,385.3699110699619,295.8234907738907,7.388984829464846,4.490702705117113,,,,
Ripollès,BLAT,2022,,7.0894,,6.0,,40.759782969170224,,5.8348356141790445,,24.6,,4.1000000000000005
Ripollès,BLAT,2023,,6.557927252582,,6.0,,44.83504202278977,,7.60268363675795,,24.6,,4.1000000000000005
Ripollès,BLAT,2024,,2.2249,,,,12.961677903004809,,5.87444598725076,,,,
Ripollès,BLAT,2025,,2.3885255179706477,,,,14.445277876366138,,6.531331999171118,,,,
Ripollès,BLAT DE MORO,2022,,33.1445,,,,322.5404806394,,9.75958689873141,,,,
Ripollès,BLAT DE MORO,2023,,32.22092824422,,,,285.2243339949585,,8.377227549858734,,,,
Ripollès,BLAT DE MORO,2024,,45.2861,,,,444.1745965904968,,9.8474099367203,,,,
Ripollès,BLAT DE MORO,2025,,37.25364625321389,,,,302.7165176164896,,7.979840549434613,,,,
Ripollès,BLAT DE MORO,2026,,34.283066877165915,,,,300.2882748672634,,8.759084359143758,,,,
Ripollès,ORDI,2022,,6.5299,,6.0,,34.88839966503824,,5.344296814853188,,22.8,,3.8
Ripollès,ORDI,2023,,6.530443283135,,6.0,,37.46621514166192,,5.7028644585294535,,15.0,,2.5
Ripollès,ORDI,2024,,4.3486,,4.0,,26.40756835518106,,5.810990337250435,,16.0,,4.0
Ripollès,ORDI,2025,,6.517736858278955,,6.51,,32.84457148831413,,5.056703119319454,,26.69,,4.099846390168971
Ripollès,ORDI,2026,,10.675075306034898,,,,64.33602808773742,,6.026751684961565,,,,
Segarra,BLAT,2023,123.3354066435262,13396.27876222802,124.0,10655.0,470.4333524870237,23650.668470967128,3.440686886811572,1.7984190247071536,434.0,3622.7,3.5,0.3399999999999999
Segarra,BLAT,2024,156.3486,13915.2695,155.0,12432.0,571.3749310903255,31480.994814891244,3.514926877516329,2.185424320467283,465.0,13675.2,3.0,1.1
Segarra,BLAT,2025,72.63450525911698,10702.820929660937,70.98,10864.05,486.7968766566684,60112.20454301247,6.61565876903486,5.44280276996389,456.2,49444.73,6.427162581008735,4.551224451286582
Segarra,BLAT,2026,117.13966480445389,12709.41220164512,,,814.3279355656675,63292.65620054598,6.951769385076003,4.979982960372732,,,,
Segarra,BLAT DE MORO,2024,37.384,,34.0,,251.38444907732244,,6.721514105413728,,476.0,,14.0,
Segarra,BLAT DE MORO,2025,47.047842387487904,,23.96,,376.60959272518807,,8.274884621564352,,299.5,,12.5,
Segarra,BLAT DE MORO,2026,26.833450797146035,,,,269.6323779674074,,10.048367614205072,,,,,
Segarra,ORDI,2023,188.5478771764898,23191.865546088306,183.0,18364.0,813.8638007575196,34112.65445522123,4.242877607567121,1.4962923388896217,640.5,6243.76,3.5,0.34
Segarra,ORDI,2024,151.0098,21956.4927,147.0,18922.0,646.1830266794366,43000.27718809749,4.331839349002085,1.920850849729552,955.5,28380.1,6.5,1.4998467392453227
Segarra,ORDI,2025,200.63869610832765,22027.27929987597,189.86,21155.18,1437.0635456689654,103220.94413873384,7.078516738872557,4.597265965253264,1321.82,97903.52,6.962077320130621,4.627874591471215
Segarra,ORDI,2026,207.26758863739133,26367.8765927106,,,1460.645303018826,119796.26749544272,7.047147663661891,4.543265631353888,,,,
Segrià,BLAT,2022,3626.9514,1244.0968,3707.0,1277.0,23479.57378933739,3989.0159286171183,6.033199662218313,3.207386327912162,16681.5,2554.0,4.5,2.0
Segrià,BLAT,2023,4004.432168379751,1412.122594538748,4830.0,1417.0,27338.353189608384,4464.98024727998,6.55974947552382,3.305921923579783,28593.6,636.233,5.92,0.4489999999999999
Segrià,BLAT,2024,4659.4894,1672.5284,4747.0,1696.0,39490.942873493615,5799.339200980713,7.790039333656727,3.6305237927847953,32279.6,763.2,6.8,0.45
Segrià,BLAT,2025,3695.870326850714,1241.0629317133007,3277.32,1073.63,26612.20028122081,6609.574336149065,6.951790456581009,5.130963260839824,20618.76,3792.47,6.291347808575298,3.532380801579687
Segrià,BLAT,2026,3952.4177174341726,1445.1919387105293,,,31891.840094170904,8038.411448257776,8.068944725527247,5.562175675730685,,,,
Segrià,BLAT DE MORO,2022,13494.902,71.0333,12574.0,41.0,157969.53233090218,751.4047009384557,11.448124084734015,10.721992532311436,119453.0,156.825,9.5,3.825
Segrià,BLAT DE MORO,2023,6093.3159660770825,34.8605329657935,4612.0,,62333.554312833,348.1528605576075,10.260369095391564,10.083899021494574,43168.32,,9.36,
Segrià,BLAT DE MORO,2024,9560.6616,39.6272,8244.0,,101989.9013343899,380.5867714622354,10.349214731093094,9.858567693914235,97279.2,,11.8,
Segrià,BLAT DE MORO,2025,12801.129111292488,22.988698274307765,12288.21,,146167.8120845503,254.3334668172793,11.134672984051235,11.185444117889269,146598.35,,11.930000382480443,
Segrià,BLAT DE MORO,2026,12873.903899445097,10.004327971996306,,,151351.12485637667,113.34172870373185,11.756428045334436,11.329269594218948,,,,
Segrià,ORDI,2022,10814.2859,6632.9359,10522.0,6391.0,70226.58091282635,20558.770619733696,6.11673855538588,2.9448766073321764,74527.326,15977.5,7.083,2.5
Segrià,ORDI,2023,12057.305909638102,6549.179403400733,11776.0,6290.0,67663.37160029834,13408.872334328958,5.288101058371437,1.814308789733308,74141.696,2283.27,6.295999999999999,0.363
Segrià,ORDI,2024,11269.6744,4994.8554,10879.0,4785.0,82146.76135376366,13780.355038722806,6.784088749881739,2.5455119346193817,77240.9,1914.0,7.1,0.4
Segrià,ORDI,2025,10695.801384552176,4842.180813907621,9895.63,4439.2,74776.69890991482,20096.48576092681,6.868786190410008,4.107550752179674,70988.0,13541.28,7.17367161059983,3.0503874571994958
Segrià,ORDI,2026,8314.260680059482,5470.318116035252,,,62149.96905972261,25504.344803283344,7.475104696774792,4.662314743364185,,,,
Selva,BLAT,2022,701.1507,1284.4956,733.0,1318.0,4307.785575389269,5807.863659044225,6.182070268379093,4.565844286390942,3371.8,5008.4,4.6000000000000005,3.8
Selva,BLAT,2023,698.2194720132075,1299.1487637908224,700.0,856.0,4276.334642032267,6438.401156235671,6.2853156801317,5.012244957275391,3080.0,2568.0,4.4,3.0
Selva,BLAT,2024,656.3257,1207.9627,657.0,1213.0,5193.2317446800025,7910.086180950458,7.78980367101463,6.455595024700958,2266.65,3881.6,3.45,3.2
Selva,BLAT,2025,739.3505275190398,1513.542370495285,691.19,1503.96,5904.91053337523,10062.553547716649,8.045437073317014,6.70170530175757,3521.7700000000004,6983.39,5.095227072150928,4.643334929120456
Selva,BLAT,2026,717.9588840955721,1132.3982894130563,,,6052.442950251911,6987.457253430785,8.430069025298435,6.17049435587943,,,,
Selva,BLAT DE MORO,2022,583.9733,60.7197,13.0,1.0,5674.12565038388,555.5732488188966,9.610139352832784,9.288233659795122,162.5,7.0,12.5,7.0
Selva,BLAT DE MORO,2023,519.2195686357708,22.64258198570156,3.0,,4043.9033463434375,174.10929565583675,7.719262219501391,7.735905592368168,27.0,,9.0,
Selva,BLAT DE MORO,2024,438.3973,31.6379,22.0,,4132.683473680069,280.28941513548017,9.271640161342653,8.928772927191243,286.0,,13.0,
Selva,BLAT DE MORO,2025,528.0941406641256,35.244372795285784,30.45,,4801.127907607164,307.9004531974669,9.067300213028773,8.772061832539448,395.85,,13.000000000000002,
Selva,BLAT DE MORO,2026,583.1380097093135,42.68879021708658,,,5513.540221336912,399.4769503775815,9.454949136458003,9.35788876532011,,,,
Selva,ORDI,2022,492.4461,1090.9181,516.0,1178.0,2965.217158799281,3776.582757789675,5.990509394606523,3.4887786379593044,2270.4,4240.8,4.4,3.6
Selva,ORDI,2023,498.840710911521,1101.478426600584,496.0,735.0,2765.755689692068,3679.995857206823,5.714162530426755,3.4586694213458897,2083.2,2094.75,4.199999999999999,2.85
Selva,ORDI,2024,468.1664,1218.3456,469.0,1220.0,3862.0988675728354,7236.377678089628,8.298165389738585,5.895369640000529,1547.7,3782.0,3.3000000000000003,3.1
Selva,ORDI,2025,473.5980746831737,1197.700354203586,490.93,1275.75,3901.570729642373,7108.8784925435,8.370788533644363,5.967040859331499,2405.56,5736.240000000001,4.900006110850834,4.496366843033511
Selva,ORDI,2026,473.27817325765415,1036.0945104697726,,,3950.763118951036,6055.32967115604,8.347655442796489,5.844379648735433,,,,
Solsonès,BLAT,2023,0.9753737006483,6134.119979840095,1.0,3028.0,4.968422023016556,24233.33750579552,5.500320621367926,3.9448949772010016,5.5,6661.6,5.5,2.2
Solsonès,BLAT,2024,1.2234,6327.8261,2.0,8518.0,8.370789111540212,31456.74436317208,6.79349793915972,4.7912457972994895,10.0,27257.6,5.0,3.2
Solsonès,BLAT,2025,14.509042049927906,6807.447495289115,14.33,6756.98,111.46781926557976,51222.56902375398,8.079125428375699,7.184479961951483,98.88,25735.36,6.900209351011863,3.808707440306173
Solsonès,BLAT,2026,14.50904204992821,5730.934588770714,,,88.10368523125413,33630.17071121704,6.072329580965689,5.86818261320109,,,,
Solsonès,BLAT DE MORO,2023,,0.0443810080875,,,,0.384261077665301,,8.658232298547746,,,,
Solsonès,ORDI,2023,25.8700774818436,8210.054329284188,25.0,4363.0,114.61815503989806,17705.371041636445,4.820851595109274,2.136692083136511,137.5,10907.5,5.5,2.5
Solsonès,ORDI,2024,10.5099,7856.8304,10.0,10558.0,46.321766071185486,25417.62557105139,5.442123016397813,3.1667693382399267,48.0,36953.0,4.8,3.5
Solsonès,ORDI,2025,1.5837798803050072,11699.064236235768,0.91,11621.7,13.534450946033516,70187.63938989189,8.43327648727641,5.764764713160592,4.73,46533.69,5.197802197802198,4.004034693719508
Solsonès,ORDI,2026,,9070.5233971169,,,,43687.71945370979,,4.81644967341092,,,,
Tarragonès,BLAT,2023,34.4540318352911,214.4228547039675,2.0,15.0,25.4816362392401,24.443165260823186,0.6751479635781403,0.108191225794164,4.782,5.28,2.391,0.352
Tarragonès,BLAT,2024,6.3506,125.7939,5.0,101.0,17.770279729309827,106.91041240157652,2.2654187411405573,0.7793973655017703,10.0,80.8,2.0,0.7999999999999999
